Order At;Order ID;Produk;Provinsi;Harga Produksi;Harga Satuan;Profit;Qty;Total Harga;Zero
28/07/2022;3620;Pin;Maluku Utara;2500;5000;12500;5;25000;0
29/07/2022;4737;Pin;Maluku Utara;2500;5000;12500;5;25000;0
16/05/2022;1652;Pin;Nanggroe Aceh Darussalam;2500;5000;12500;5;25000;0
30/09/2022;4504;Pin;Nanggroe Aceh Darussalam;2500;5000;12500;5;25000;0
19/04/2022;1241;Pin;Nusa Tenggara Barat;2500;5000;12500;5;25000;0
22/05/2022;1797;Pin;Nusa Tenggara Barat;2500;5000;12500;5;25000;0
10/10/2022;2487;Pin;Nusa Tenggara Timur;2500;5000;12500;5;25000;0
11/01/2022;2035;Pin;Papua;2500;5000;12500;5;25000;0
16/02/2022;2966;Pin;Papua;2500;5000;12500;5;25000;0
10/11/2022;4977;Pin;Papua Barat;2500;5000;12500;5;25000;0
14/11/2022;3432;Pin;Papua Barat;2500;5000;12500;5;25000;0
19/12/2022;3605;Pin;Papua Barat;2500;5000;12500;5;25000;0
27/02/2022;1902;Pin;Papua Barat Daya;2500;5000;12500;5;25000;0
18/02/2022;4559;Pin;Papua Pegunungan;2500;5000;12500;5;25000;0
03/08/2022;2726;Pin;Papua Pegunungan;2500;5000;12500;5;25000;0
17/12/2022;2718;Pin;Papua Pegunungan;2500;5000;12500;5;25000;0
25/02/2022;2768;Pin;Papua Selatan;2500;5000;12500;5;25000;0
23/04/2022;1856;Pin;Papua Selatan;2500;5000;12500;5;25000;0
04/05/2022;3394;Pin;Papua Selatan;2500;5000;12500;5;25000;0
13/09/2022;3435;Pin;Papua Selatan;2500;5000;12500;5;25000;0
01/03/2022;3093;Pin;Papua Tengah;2500;5000;12500;5;25000;0
29/03/2022;3603;Pin;Riau;2500;5000;12500;5;25000;0
10/05/2022;3936;Pin;Riau;2500;5000;12500;5;25000;0
06/07/2022;1789;Pin;Riau;2500;5000;12500;5;25000;0
18/01/2022;4226;Pin;Sulawesi Barat;2500;5000;12500;5;25000;0
22/06/2022;1174;Pin;Sulawesi Barat;2500;5000;12500;5;25000;0
31/07/2022;3257;Pin;Sulawesi Barat;2500;5000;12500;5;25000;0
16/11/2022;1602;Pin;Sulawesi Barat;2500;5000;12500;5;25000;0
15/08/2022;1665;Pin;Sulawesi Selatan;2500;5000;12500;5;25000;0
09/11/2022;1064;Pin;Sulawesi Selatan;2500;5000;12500;5;25000;0
07/09/2022;1907;Pin;Sulawesi Utara;2500;5000;12500;5;25000;0
20/08/2022;4969;Pin;Sumatera Barat;2500;5000;12500;5;25000;0
01/11/2022;4413;Pin;Sumatera Selatan;2500;5000;12500;5;25000;0
27/11/2022;1633;Pin;Sumatera Selatan;2500;5000;12500;5;25000;0
27/02/2022;3251;Pin;Sumatera Utara;2500;5000;12500;5;25000;0
26/06/2022;2383;Pin;Sumatera Utara;2500;5000;12500;5;25000;0
10/06/2022;3857;Gantungan Kunci;Bali;5000;10000;25000;5;50000;0
20/11/2022;2291;Gantungan Kunci;Bangka Belitung;5000;10000;25000;5;50000;0
20/02/2022;4992;Gantungan Kunci;Bengkulu;5000;10000;25000;5;50000;0
20/09/2022;3162;Gantungan Kunci;Bengkulu;5000;10000;25000;5;50000;0
18/09/2022;3617;Gantungan Kunci;Daerah Istimewa Yogyakarta;5000;10000;25000;5;50000;0
24/11/2022;1579;Gantungan Kunci;Daerah Istimewa Yogyakarta;5000;10000;25000;5;50000;0
01/03/2022;2088;Gantungan Kunci;Gorontalo;5000;10000;25000;5;50000;0
06/03/2022;3526;Gantungan Kunci;Gorontalo;5000;10000;25000;5;50000;0
22/03/2022;1924;Gantungan Kunci;Gorontalo;5000;10000;25000;5;50000;0
19/08/2022;2087;Gantungan Kunci;Gorontalo;5000;10000;25000;5;50000;0
27/03/2022;2786;Gantungan Kunci;Jambi;5000;10000;25000;5;50000;0
26/05/2022;3325;Gantungan Kunci;Jawa Barat;5000;10000;25000;5;50000;0
17/11/2022;4019;Gantungan Kunci;Jawa Barat;5000;10000;25000;5;50000;0
01/06/2022;3976;Gantungan Kunci;Jawa Tengah;5000;10000;25000;5;50000;0
25/10/2022;2131;Gantungan Kunci;Jawa Tengah;5000;10000;25000;5;50000;0
11/04/2022;4377;Gantungan Kunci;Jawa Timur;5000;10000;25000;5;50000;0
21/03/2022;1964;Gantungan Kunci;Kalimantan Barat;5000;10000;25000;5;50000;0
18/07/2022;4015;Gantungan Kunci;Kalimantan Barat;5000;10000;25000;5;50000;0
02/08/2022;2636;Gantungan Kunci;Kalimantan Barat;5000;10000;25000;5;50000;0
26/07/2022;1570;Gantungan Kunci;Kalimantan Selatan;5000;10000;25000;5;50000;0
15/08/2022;2919;Gantungan Kunci;Kalimantan Selatan;5000;10000;25000;5;50000;0
09/03/2022;2959;Gantungan Kunci;Kalimantan Timur;5000;10000;25000;5;50000;0
23/09/2022;2741;Gantungan Kunci;Kalimantan Timur;5000;10000;25000;5;50000;0
23/11/2022;4386;Gantungan Kunci;Kalimantan Utara;5000;10000;25000;5;50000;0
02/01/2022;1406;Gantungan Kunci;Kepulauan Riau;5000;10000;25000;5;50000;0
01/03/2022;1621;Gantungan Kunci;Maluku;5000;10000;25000;5;50000;0
12/01/2022;4139;Gantungan Kunci;Maluku Utara;5000;10000;25000;5;50000;0
13/02/2022;1891;Gantungan Kunci;Maluku Utara;5000;10000;25000;5;50000;0
05/03/2022;2790;Gantungan Kunci;Maluku Utara;5000;10000;25000;5;50000;0
06/07/2022;3279;Gantungan Kunci;Maluku Utara;5000;10000;25000;5;50000;0
19/09/2022;1649;Gantungan Kunci;Maluku Utara;5000;10000;25000;5;50000;0
10/10/2022;1041;Gantungan Kunci;Maluku Utara;5000;10000;25000;5;50000;0
10/01/2022;1250;Gantungan Kunci;Nanggroe Aceh Darussalam;5000;10000;25000;5;50000;0
01/04/2022;4368;Gantungan Kunci;Nanggroe Aceh Darussalam;5000;10000;25000;5;50000;0
15/06/2022;4065;Gantungan Kunci;Nanggroe Aceh Darussalam;5000;10000;25000;5;50000;0
28/08/2022;2357;Gantungan Kunci;Nanggroe Aceh Darussalam;5000;10000;25000;5;50000;0
10/12/2022;3176;Gantungan Kunci;Nanggroe Aceh Darussalam;5000;10000;25000;5;50000;0
28/06/2022;1305;Gantungan Kunci;Nusa Tenggara Barat;5000;10000;25000;5;50000;0
28/06/2022;2085;Gantungan Kunci;Nusa Tenggara Barat;5000;10000;25000;5;50000;0
15/02/2022;1189;Gantungan Kunci;Nusa Tenggara Timur;5000;10000;25000;5;50000;0
06/07/2022;3697;Gantungan Kunci;Papua;5000;10000;25000;5;50000;0
26/08/2022;2431;Gantungan Kunci;Papua;5000;10000;25000;5;50000;0
30/12/2022;2329;Gantungan Kunci;Papua;5000;10000;25000;5;50000;0
14/03/2022;2458;Gantungan Kunci;Papua Barat;5000;10000;25000;5;50000;0
25/03/2022;3355;Gantungan Kunci;Papua Barat;5000;10000;25000;5;50000;0
16/10/2022;1195;Gantungan Kunci;Papua Barat;5000;10000;25000;5;50000;0
14/12/2022;2865;Gantungan Kunci;Papua Barat;5000;10000;25000;5;50000;0
05/07/2022;2238;Gantungan Kunci;Papua Pegunungan;5000;10000;25000;5;50000;0
20/09/2022;3767;Gantungan Kunci;Papua Pegunungan;5000;10000;25000;5;50000;0
14/02/2022;1374;Gantungan Kunci;Papua Selatan;5000;10000;25000;5;50000;0
05/03/2022;1975;Gantungan Kunci;Papua Selatan;5000;10000;25000;5;50000;0
12/12/2022;3477;Gantungan Kunci;Papua Tengah;5000;10000;25000;5;50000;0
30/06/2022;2954;Gantungan Kunci;Riau;5000;10000;25000;5;50000;0
19/02/2022;4539;Gantungan Kunci;Sulawesi Barat;5000;10000;25000;5;50000;0
08/08/2022;3151;Gantungan Kunci;Sulawesi Tengah;5000;10000;25000;5;50000;0
22/04/2022;2792;Gantungan Kunci;Sulawesi Tenggara;5000;10000;25000;5;50000;0
14/02/2022;3813;Gantungan Kunci;Sulawesi Utara;5000;10000;25000;5;50000;0
06/04/2022;2177;Gantungan Kunci;Sulawesi Utara;5000;10000;25000;5;50000;0
20/02/2022;3324;Gantungan Kunci;Sumatera Barat;5000;10000;25000;5;50000;0
05/05/2022;4591;Gantungan Kunci;Sumatera Barat;5000;10000;25000;5;50000;0
23/08/2022;4150;Gantungan Kunci;Sumatera Barat;5000;10000;25000;5;50000;0
03/10/2022;4402;Gantungan Kunci;Sumatera Barat;5000;10000;25000;5;50000;0
29/05/2022;1248;Gantungan Kunci;Sumatera Selatan;5000;10000;25000;5;50000;0
08/07/2022;2502;Gantungan Kunci;Sumatera Selatan;5000;10000;25000;5;50000;0
23/08/2022;4087;Gantungan Kunci;Sumatera Selatan;5000;10000;25000;5;50000;0
10/10/2022;4617;Gantungan Kunci;Sumatera Selatan;5000;10000;25000;5;50000;0
23/10/2022;2104;Gantungan Kunci;Sumatera Selatan;5000;10000;25000;5;50000;0
28/11/2022;3165;Gantungan Kunci;Sumatera Selatan;5000;10000;25000;5;50000;0
16/02/2022;4327;Sticker;Bangka Belitung;5000;10000;25000;5;50000;0
30/03/2022;3716;Sticker;Bangka Belitung;5000;10000;25000;5;50000;0
09/06/2022;4798;Sticker;Bangka Belitung;5000;10000;25000;5;50000;0
08/07/2022;4543;Sticker;Bangka Belitung;5000;10000;25000;5;50000;0
23/11/2022;1741;Sticker;Bangka Belitung;5000;10000;25000;5;50000;0
18/07/2022;4442;Sticker;DKI Jakarta;5000;10000;25000;5;50000;0
24/08/2022;1946;Sticker;DKI Jakarta;5000;10000;25000;5;50000;0
18/12/2022;1407;Sticker;DKI Jakarta;5000;10000;25000;5;50000;0
30/01/2022;3926;Sticker;Daerah Istimewa Yogyakarta;5000;10000;25000;5;50000;0
25/01/2022;4641;Sticker;Gorontalo;5000;10000;25000;5;50000;0
04/03/2022;2149;Sticker;Gorontalo;5000;10000;25000;5;50000;0
14/05/2022;4225;Sticker;Jawa Barat;5000;10000;25000;5;50000;0
07/06/2022;1920;Sticker;Jawa Tengah;5000;10000;25000;5;50000;0
27/06/2022;1220;Sticker;Jawa Tengah;5000;10000;25000;5;50000;0
18/04/2022;4046;Sticker;Jawa Timur;5000;10000;25000;5;50000;0
14/06/2022;3835;Sticker;Jawa Timur;5000;10000;25000;5;50000;0
19/04/2022;3625;Sticker;Kalimantan Barat;5000;10000;25000;5;50000;0
01/11/2022;4455;Sticker;Kalimantan Selatan;5000;10000;25000;5;50000;0
12/12/2022;1500;Sticker;Kalimantan Selatan;5000;10000;25000;5;50000;0
19/04/2022;1445;Sticker;Kalimantan Tengah;5000;10000;25000;5;50000;0
03/07/2022;3008;Sticker;Kalimantan Tengah;5000;10000;25000;5;50000;0
24/07/2022;4643;Sticker;Kalimantan Tengah;5000;10000;25000;5;50000;0
06/04/2022;4272;Sticker;Kalimantan Timur;5000;10000;25000;5;50000;0
13/07/2022;4242;Sticker;Kalimantan Timur;5000;10000;25000;5;50000;0
08/11/2022;3094;Sticker;Kalimantan Timur;5000;10000;25000;5;50000;0
01/06/2022;4861;Sticker;Kalimantan Utara;5000;10000;25000;5;50000;0
29/07/2022;2626;Sticker;Lampung;5000;10000;25000;5;50000;0
22/11/2022;2521;Sticker;Lampung;5000;10000;25000;5;50000;0
17/05/2022;3266;Sticker;Maluku;5000;10000;25000;5;50000;0
28/06/2022;2703;Sticker;Maluku Utara;5000;10000;25000;5;50000;0
26/10/2022;4215;Sticker;Nanggroe Aceh Darussalam;5000;10000;25000;5;50000;0
27/02/2022;1118;Sticker;Nusa Tenggara Barat;5000;10000;25000;5;50000;0
18/02/2022;3040;Sticker;Nusa Tenggara Timur;5000;10000;25000;5;50000;0
29/08/2022;3546;Sticker;Nusa Tenggara Timur;5000;10000;25000;5;50000;0
29/08/2022;4259;Sticker;Nusa Tenggara Timur;5000;10000;25000;5;50000;0
25/12/2022;2202;Sticker;Nusa Tenggara Timur;5000;10000;25000;5;50000;0
22/02/2022;2564;Sticker;Papua;5000;10000;25000;5;50000;0
02/02/2022;4462;Sticker;Papua Barat;5000;10000;25000;5;50000;0
19/10/2022;4398;Sticker;Papua Barat;5000;10000;25000;5;50000;0
27/11/2022;1781;Sticker;Papua Barat;5000;10000;25000;5;50000;0
29/05/2022;1562;Sticker;Papua Barat Daya;5000;10000;25000;5;50000;0
07/07/2022;1229;Sticker;Papua Barat Daya;5000;10000;25000;5;50000;0
18/05/2022;4149;Sticker;Papua Tengah;5000;10000;25000;5;50000;0
11/09/2022;4594;Sticker;Riau;5000;10000;25000;5;50000;0
15/04/2022;1787;Sticker;Sulawesi Selatan;5000;10000;25000;5;50000;0
31/08/2022;2903;Sticker;Sulawesi Selatan;5000;10000;25000;5;50000;0
29/04/2022;2928;Sticker;Sulawesi Tengah;5000;10000;25000;5;50000;0
02/10/2022;1573;Sticker;Sulawesi Tengah;5000;10000;25000;5;50000;0
12/10/2022;1043;Sticker;Sulawesi Tenggara;5000;10000;25000;5;50000;0
13/01/2022;4590;Sticker;Sulawesi Utara;5000;10000;25000;5;50000;0
02/02/2022;4342;Sticker;Sulawesi Utara;5000;10000;25000;5;50000;0
08/03/2022;4662;Sticker;Sumatera Barat;5000;10000;25000;5;50000;0
22/03/2022;4509;Sticker;Sumatera Barat;5000;10000;25000;5;50000;0
13/08/2022;3116;Sticker;Sumatera Selatan;5000;10000;25000;5;50000;0
03/11/2022;3927;Sticker;Sumatera Selatan;5000;10000;25000;5;50000;0
23/01/2022;1381;Sticker;Sumatera Utara;5000;10000;25000;5;50000;0
22/11/2022;2742;Sticker;Sumatera Utara;5000;10000;25000;5;50000;0
20/06/2022;4249;Mug;Bali;15000;20000;25000;5;100000;0
09/05/2022;4727;Mug;Bangka Belitung;15000;20000;25000;5;100000;0
23/06/2022;4407;Mug;Bangka Belitung;15000;20000;25000;5;100000;0
27/08/2022;1384;Mug;Bangka Belitung;15000;20000;25000;5;100000;0
18/02/2022;1062;Mug;Banten;15000;20000;25000;5;100000;0
22/08/2022;4094;Mug;Banten;15000;20000;25000;5;100000;0
09/12/2022;4926;Mug;Banten;15000;20000;25000;5;100000;0
22/02/2022;2039;Mug;DKI Jakarta;15000;20000;25000;5;100000;0
15/12/2022;3707;Mug;Daerah Istimewa Yogyakarta;15000;20000;25000;5;100000;0
21/06/2022;4600;Mug;Gorontalo;15000;20000;25000;5;100000;0
08/07/2022;1963;Mug;Gorontalo;15000;20000;25000;5;100000;0
24/02/2022;3834;Mug;Jambi;15000;20000;25000;5;100000;0
15/06/2022;4930;Mug;Jambi;15000;20000;25000;5;100000;0
21/01/2022;1368;Mug;Jawa Barat;15000;20000;25000;5;100000;0
30/04/2022;4430;Mug;Jawa Barat;15000;20000;25000;5;100000;0
21/05/2022;2053;Mug;Jawa Barat;15000;20000;25000;5;100000;0
15/06/2022;2673;Mug;Jawa Barat;15000;20000;25000;5;100000;0
30/07/2022;1838;Mug;Jawa Barat;15000;20000;25000;5;100000;0
22/01/2022;2938;Mug;Jawa Timur;15000;20000;25000;5;100000;0
06/05/2022;4088;Mug;Jawa Timur;15000;20000;25000;5;100000;0
01/11/2022;1598;Mug;Jawa Timur;15000;20000;25000;5;100000;0
12/01/2022;2924;Mug;Kalimantan Barat;15000;20000;25000;5;100000;0
24/07/2022;4983;Mug;Kalimantan Selatan;15000;20000;25000;5;100000;0
30/08/2022;2781;Mug;Kalimantan Selatan;15000;20000;25000;5;100000;0
01/02/2022;2485;Mug;Kalimantan Tengah;15000;20000;25000;5;100000;0
14/11/2022;1754;Mug;Kalimantan Tengah;15000;20000;25000;5;100000;0
01/09/2022;4684;Mug;Kalimantan Timur;15000;20000;25000;5;100000;0
06/11/2022;3229;Mug;Kalimantan Timur;15000;20000;25000;5;100000;0
26/02/2022;2867;Mug;Kalimantan Utara;15000;20000;25000;5;100000;0
01/08/2022;1485;Mug;Kalimantan Utara;15000;20000;25000;5;100000;0
03/12/2022;4730;Mug;Kalimantan Utara;15000;20000;25000;5;100000;0
07/01/2022;4683;Mug;Kepulauan Riau;15000;20000;25000;5;100000;0
25/03/2022;4071;Mug;Kepulauan Riau;15000;20000;25000;5;100000;0
06/04/2022;1809;Mug;Lampung;15000;20000;25000;5;100000;0
08/05/2022;3012;Mug;Lampung;15000;20000;25000;5;100000;0
20/06/2022;3871;Mug;Lampung;15000;20000;25000;5;100000;0
09/01/2022;3556;Mug;Maluku;15000;20000;25000;5;100000;0
18/05/2022;3170;Mug;Maluku;15000;20000;25000;5;100000;0
31/01/2022;2470;Mug;Maluku Utara;15000;20000;25000;5;100000;0
29/10/2022;3756;Mug;Maluku Utara;15000;20000;25000;5;100000;0
04/05/2022;1896;Mug;Nanggroe Aceh Darussalam;15000;20000;25000;5;100000;0
21/10/2022;2558;Mug;Nanggroe Aceh Darussalam;15000;20000;25000;5;100000;0
25/05/2022;1026;Mug;Nusa Tenggara Barat;15000;20000;25000;5;100000;0
24/07/2022;1909;Mug;Nusa Tenggara Timur;15000;20000;25000;5;100000;0
28/07/2022;3542;Mug;Nusa Tenggara Timur;15000;20000;25000;5;100000;0
21/09/2022;2590;Mug;Nusa Tenggara Timur;15000;20000;25000;5;100000;0
26/10/2022;1792;Mug;Nusa Tenggara Timur;15000;20000;25000;5;100000;0
02/12/2022;4839;Mug;Nusa Tenggara Timur;15000;20000;25000;5;100000;0
24/12/2022;2398;Mug;Nusa Tenggara Timur;15000;20000;25000;5;100000;0
17/06/2022;2778;Mug;Papua;15000;20000;25000;5;100000;0
16/10/2022;2113;Mug;Papua;15000;20000;25000;5;100000;0
06/04/2022;1886;Mug;Papua Barat Daya;15000;20000;25000;5;100000;0
17/11/2022;2476;Mug;Papua Barat Daya;15000;20000;25000;5;100000;0
18/03/2022;4546;Mug;Papua Pegunungan;15000;20000;25000;5;100000;0
19/03/2022;1561;Mug;Papua Pegunungan;15000;20000;25000;5;100000;0
09/04/2022;3313;Mug;Papua Pegunungan;15000;20000;25000;5;100000;0
23/12/2022;1494;Mug;Papua Pegunungan;15000;20000;25000;5;100000;0
04/03/2022;1154;Mug;Papua Selatan;15000;20000;25000;5;100000;0
07/06/2022;2162;Mug;Papua Selatan;15000;20000;25000;5;100000;0
15/06/2022;3996;Mug;Papua Selatan;15000;20000;25000;5;100000;0
27/10/2022;4999;Mug;Papua Selatan;15000;20000;25000;5;100000;0
31/12/2022;1641;Mug;Papua Selatan;15000;20000;25000;5;100000;0
08/12/2022;1960;Mug;Papua Tengah;15000;20000;25000;5;100000;0
11/02/2022;2847;Mug;Riau;15000;20000;25000;5;100000;0
11/07/2022;3055;Mug;Riau;15000;20000;25000;5;100000;0
08/08/2022;2816;Mug;Riau;15000;20000;25000;5;100000;0
23/09/2022;1572;Mug;Riau;15000;20000;25000;5;100000;0
15/07/2022;1169;Mug;Sulawesi Barat;15000;20000;25000;5;100000;0
02/09/2022;3299;Mug;Sulawesi Barat;15000;20000;25000;5;100000;0
19/03/2022;3466;Mug;Sulawesi Selatan;15000;20000;25000;5;100000;0
19/02/2022;2715;Mug;Sulawesi Tengah;15000;20000;25000;5;100000;0
11/03/2022;4732;Mug;Sulawesi Tengah;15000;20000;25000;5;100000;0
20/11/2022;4828;Mug;Sulawesi Tengah;15000;20000;25000;5;100000;0
22/12/2022;4898;Mug;Sulawesi Tengah;15000;20000;25000;5;100000;0
25/01/2022;2286;Mug;Sulawesi Tenggara;15000;20000;25000;5;100000;0
14/05/2022;3840;Mug;Sulawesi Tenggara;15000;20000;25000;5;100000;0
21/10/2022;1692;Mug;Sulawesi Tenggara;15000;20000;25000;5;100000;0
13/08/2022;2744;Mug;Sulawesi Utara;15000;20000;25000;5;100000;0
24/08/2022;3405;Mug;Sulawesi Utara;15000;20000;25000;5;100000;0
08/11/2022;3044;Mug;Sulawesi Utara;15000;20000;25000;5;100000;0
08/07/2022;3122;Mug;Sumatera Barat;15000;20000;25000;5;100000;0
24/08/2022;3396;Mug;Sumatera Barat;15000;20000;25000;5;100000;0
16/05/2022;3854;Mug;Sumatera Selatan;15000;20000;25000;5;100000;0
21/05/2022;2170;Mug;Sumatera Selatan;15000;20000;25000;5;100000;0
22/07/2022;2683;Mug;Sumatera Utara;15000;20000;25000;5;100000;0
29/09/2022;2894;Mug;Sumatera Utara;15000;20000;25000;5;100000;0
19/04/2022;3528;Totebag;Bali;20000;25000;25000;5;125000;0
31/07/2022;4649;Totebag;Bali;20000;25000;25000;5;125000;0
21/02/2022;3736;Totebag;Bangka Belitung;20000;25000;25000;5;125000;0
01/06/2022;3997;Totebag;Bangka Belitung;20000;25000;25000;5;125000;0
21/02/2022;3360;Totebag;Bengkulu;20000;25000;25000;5;125000;0
22/01/2022;4867;Totebag;DKI Jakarta;20000;25000;25000;5;125000;0
06/07/2022;3016;Totebag;DKI Jakarta;20000;25000;25000;5;125000;0
11/07/2022;4025;Totebag;DKI Jakarta;20000;25000;25000;5;125000;0
14/08/2022;4085;Totebag;DKI Jakarta;20000;25000;25000;5;125000;0
19/08/2022;3772;Totebag;DKI Jakarta;20000;25000;25000;5;125000;0
29/09/2022;1354;Totebag;DKI Jakarta;20000;25000;25000;5;125000;0
13/05/2022;2265;Totebag;Daerah Istimewa Yogyakarta;20000;25000;25000;5;125000;0
12/09/2022;3975;Totebag;Daerah Istimewa Yogyakarta;20000;25000;25000;5;125000;0
24/05/2022;2379;Totebag;Gorontalo;20000;25000;25000;5;125000;0
29/05/2022;1522;Totebag;Gorontalo;20000;25000;25000;5;125000;0
07/06/2022;1221;Totebag;Gorontalo;20000;25000;25000;5;125000;0
01/07/2022;3295;Totebag;Jambi;20000;25000;25000;5;125000;0
14/08/2022;4376;Totebag;Jambi;20000;25000;25000;5;125000;0
27/08/2022;4818;Totebag;Jambi;20000;25000;25000;5;125000;0
28/11/2022;4338;Totebag;Jambi;20000;25000;25000;5;125000;0
17/01/2022;1968;Totebag;Jawa Barat;20000;25000;25000;5;125000;0
19/03/2022;3939;Totebag;Jawa Barat;20000;25000;25000;5;125000;0
21/06/2022;4010;Totebag;Jawa Barat;20000;25000;25000;5;125000;0
11/08/2022;4720;Totebag;Jawa Barat;20000;25000;25000;5;125000;0
15/09/2022;2114;Totebag;Jawa Tengah;20000;25000;25000;5;125000;0
15/10/2022;3910;Totebag;Jawa Tengah;20000;25000;25000;5;125000;0
25/10/2022;2660;Totebag;Jawa Tengah;20000;25000;25000;5;125000;0
19/01/2022;4905;Totebag;Jawa Timur;20000;25000;25000;5;125000;0
26/04/2022;3924;Totebag;Jawa Timur;20000;25000;25000;5;125000;0
27/04/2022;2380;Totebag;Jawa Timur;20000;25000;25000;5;125000;0
22/08/2022;1294;Totebag;Jawa Timur;20000;25000;25000;5;125000;0
05/10/2022;3597;Totebag;Kalimantan Barat;20000;25000;25000;5;125000;0
26/03/2022;4803;Totebag;Kalimantan Selatan;20000;25000;25000;5;125000;0
12/09/2022;2870;Totebag;Kalimantan Tengah;20000;25000;25000;5;125000;0
11/10/2022;2518;Totebag;Kalimantan Tengah;20000;25000;25000;5;125000;0
04/11/2022;2843;Totebag;Kalimantan Tengah;20000;25000;25000;5;125000;0
16/12/2022;3335;Totebag;Kalimantan Tengah;20000;25000;25000;5;125000;0
21/08/2022;2316;Totebag;Kalimantan Timur;20000;25000;25000;5;125000;0
02/10/2022;3495;Totebag;Kalimantan Timur;20000;25000;25000;5;125000;0
04/11/2022;1367;Totebag;Kalimantan Timur;20000;25000;25000;5;125000;0
02/06/2022;1479;Totebag;Kalimantan Utara;20000;25000;25000;5;125000;0
03/07/2022;4243;Totebag;Maluku;20000;25000;25000;5;125000;0
26/04/2022;4371;Totebag;Maluku Utara;20000;25000;25000;5;125000;0
01/08/2022;1143;Totebag;Maluku Utara;20000;25000;25000;5;125000;0
03/01/2022;4928;Totebag;Nanggroe Aceh Darussalam;20000;25000;25000;5;125000;0
18/06/2022;1193;Totebag;Nanggroe Aceh Darussalam;20000;25000;25000;5;125000;0
15/01/2022;3698;Totebag;Nusa Tenggara Barat;20000;25000;25000;5;125000;0
28/07/2022;3206;Totebag;Nusa Tenggara Barat;20000;25000;25000;5;125000;0
04/09/2022;3392;Totebag;Nusa Tenggara Barat;20000;25000;25000;5;125000;0
01/10/2022;3831;Totebag;Nusa Tenggara Barat;20000;25000;25000;5;125000;0
09/05/2022;2121;Totebag;Nusa Tenggara Timur;20000;25000;25000;5;125000;0
30/05/2022;1172;Totebag;Papua;20000;25000;25000;5;125000;0
01/04/2022;3373;Totebag;Papua Barat;20000;25000;25000;5;125000;0
20/05/2022;3816;Totebag;Papua Barat;20000;25000;25000;5;125000;0
19/06/2022;1937;Totebag;Papua Barat;20000;25000;25000;5;125000;0
28/10/2022;2159;Totebag;Papua Barat;20000;25000;25000;5;125000;0
31/12/2022;3003;Totebag;Papua Barat Daya;20000;25000;25000;5;125000;0
02/02/2022;1345;Totebag;Papua Pegunungan;20000;25000;25000;5;125000;0
26/06/2022;2545;Totebag;Papua Tengah;20000;25000;25000;5;125000;0
05/07/2022;3763;Totebag;Papua Tengah;20000;25000;25000;5;125000;0
16/07/2022;4324;Totebag;Papua Tengah;20000;25000;25000;5;125000;0
28/01/2022;2971;Totebag;Riau;20000;25000;25000;5;125000;0
21/02/2022;4676;Totebag;Riau;20000;25000;25000;5;125000;0
15/11/2022;2293;Totebag;Riau;20000;25000;25000;5;125000;0
06/03/2022;4117;Totebag;Sulawesi Barat;20000;25000;25000;5;125000;0
22/05/2022;2594;Totebag;Sulawesi Barat;20000;25000;25000;5;125000;0
04/07/2022;2070;Totebag;Sulawesi Barat;20000;25000;25000;5;125000;0
02/09/2022;4293;Totebag;Sulawesi Barat;20000;25000;25000;5;125000;0
15/11/2022;2315;Totebag;Sulawesi Barat;20000;25000;25000;5;125000;0
14/04/2022;3243;Totebag;Sulawesi Tengah;20000;25000;25000;5;125000;0
12/01/2022;3938;Totebag;Sulawesi Tenggara;20000;25000;25000;5;125000;0
24/08/2022;4084;Totebag;Sulawesi Tenggara;20000;25000;25000;5;125000;0
03/04/2022;4762;Totebag;Sulawesi Utara;20000;25000;25000;5;125000;0
09/06/2022;2488;Totebag;Sulawesi Utara;20000;25000;25000;5;125000;0
19/10/2022;3947;Totebag;Sulawesi Utara;20000;25000;25000;5;125000;0
24/10/2022;2363;Totebag;Sulawesi Utara;20000;25000;25000;5;125000;0
17/11/2022;2178;Totebag;Sulawesi Utara;20000;25000;25000;5;125000;0
11/02/2022;1748;Totebag;Sumatera Barat;20000;25000;25000;5;125000;0
01/02/2022;3886;Totebag;Sumatera Selatan;20000;25000;25000;5;125000;0
13/05/2022;2995;Totebag;Sumatera Utara;20000;25000;25000;5;125000;0
13/07/2022;4933;Buku Soal OMITS SD;Bali;35000;50000;75000;5;250000;0
30/07/2022;3776;Buku Soal OMITS SD;Bali;35000;50000;75000;5;250000;0
17/11/2022;3121;Buku Soal OMITS SD;Bali;35000;50000;75000;5;250000;0
15/04/2022;1951;Buku Soal OMITS SD;Bangka Belitung;35000;50000;75000;5;250000;0
12/09/2022;3485;Buku Soal OMITS SD;Bangka Belitung;35000;50000;75000;5;250000;0
23/02/2022;1866;Buku Soal OMITS SD;Banten;35000;50000;75000;5;250000;0
15/03/2022;3169;Buku Soal OMITS SD;Banten;35000;50000;75000;5;250000;0
25/04/2022;2103;Buku Soal OMITS SD;Banten;35000;50000;75000;5;250000;0
04/05/2022;2838;Buku Soal OMITS SD;Banten;35000;50000;75000;5;250000;0
20/06/2022;3393;Buku Soal OMITS SD;Banten;35000;50000;75000;5;250000;0
11/07/2022;1466;Buku Soal OMITS SD;Bengkulu;35000;50000;75000;5;250000;0
17/01/2022;4772;Buku Soal OMITS SD;DKI Jakarta;35000;50000;75000;5;250000;0
14/04/2022;3491;Buku Soal OMITS SD;DKI Jakarta;35000;50000;75000;5;250000;0
